lemma,sense_name,definition,example,example_source,notes,Num_WN_Examples,group_id
swing,baseball_swing.n.01,in baseball; a batter's attempt to hit a pitched ball,His swing was a little late,hand_written,no wordnet example for lemma,1,swing_2
swing,swing.n.09,a square dance figure; a pair of dancers join hands and dance around a point between them,I learned how to swing in middle school,hand_written,no wordnet example for sense,0,swing_2
table,table.n.05,a company of people assembled at a table for a meal or game,He entertained the whole table with his witty remarks,wordnet,wordnet example,1,table_1
table,table.n.02,a piece of furniture having a smooth flat top that is usually supported by one or more vertical legs,It was a sturdy table,wordnet,wordnet example,1,table_1
table,mesa.n.01,flat tableland with steep edges,The tribe was relatively safe on the table but they had to descend into the valley for water,hand_written,no wordnet example for lemma,1,table_1
table,table.n.01,a set of data arranged in rows and columns,See table 1,wordnet,wordnet example,1,table_1
table,table.n.03,a piece of furniture with tableware for a meal laid out on it,I reserved a table at my favorite restaurant,wordnet,wordnet example,1,table_1
table,board.n.04,food or meals in general,She sets a fine table,wordnet,wordnet example,2,table_2
take,assume.v.03,"take on a certain form, attribute, or aspect",The story took a new turn,wordnet,wordnet example,5,take_1
take,consider.v.03,take into consideration for exemplifying purposes,Take the case of China,wordnet,wordnet example,2,take_1
take,film.v.01,make a film or photograph of something,Take a scene,wordnet,wordnet example,2,take_1
take,subscribe.v.05,receive or obtain regularly,We take the Times every day,wordnet,wordnet example,1,take_1
take,take.v.21,take by force,The army took the fort on the hill,wordnet,wordnet example,2,take_1
take,remove.v.01,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract",Take the gun from your pocket,wordnet,wordnet example,5,take_2
take,take.v.01,carry out,Take action,wordnet,wordnet example,3,take_2
take,drive.v.16,proceed along in a vehicle,We take the turnpike to work,hand_written,no wordnet example for lemma,1,take_2
take,take.v.15,experience or feel or submit to,I gotta take a shower,childes,no wordnet example for lemma,2,take_2
take,learn.v.04,be a student of a certain subject,She is taking a class,hand_written,no wordnet example for lemma,1,take_2
take,take.v.02,require (time or space),It took three hours to get to work this morning,wordnet,wordnet example,2,take_3
take,accept.v.08,be designed to hold or take,This surface will not take the dye,wordnet,wordnet example,1,take_3
take,aim.v.01,"point or cause to go (blows, weapons, or objects such as photographic equipment) towards",Take a swipe at one's opponent,wordnet,wordnet example,4,take_3
take,take.v.20,make use of or accept for some purpose,Take a risk,wordnet,wordnet example,2,take_3
take,take.v.33,"buy, select",I'll take a pound of that sausage,wordnet,wordnet example,1,take_3
take,take.v.19,"accept or undergo, often unwillingly",I decided to just shut up take it,hand_written,no wordnet example for lemma,1,take_4
take,take.v.08,take into one's possession,I'll take three salmon steaks,wordnet,wordnet example,2,take_4
take,lead.v.01,take somebody somewhere,Can you take me to the main entrance?,wordnet,wordnet example,3,take_4
take,claim.v.05,take as an undesirable consequence of some event or state of affairs,Her hard work took its toll on her,wordnet,wordnet example,2,take_4
take,bring.v.01,take something or somebody with oneself somewhere,Take these letters to the boss,wordnet,wordnet example,3,take_4
take,lease.v.04,engage for service under a term of contract,Shall we take a guide in Rome?,wordnet,wordnet example,3,take_5
take,take.v.04,"get into one's hands, take physically","Can you take this bag, please",wordnet,wordnet example,2,take_5
take,choose.v.01,"pick out, select, or choose from a number of alternatives",Should mommy take a couple of books out?,childes,no wordnet example for lemma,3,take_5
take,accept.v.02,receive willingly something given or offered,I'd take some yogurt,childes,no wordnet example for lemma,3,take_5
take,fill.v.04,"assume, as of positions or roles",She took the job as director of development,wordnet,wordnet example,3,take_5
take,take.v.39,develop a habit,He took to visiting bars,wordnet,wordnet example,1,take_6
take,claim.v.04,lay claim to; as of an idea,She took credit for the whole idea,wordnet,wordnet example,1,take_6
take,take.v.27,head into a specified direction,He escaped convict took to the hills,wordnet,wordnet example,2,take_6
take,take.v.06,interpret something in a certain way; convey a particular meaning or impression,How should I take this message?,wordnet,wordnet example,3,take_6
take,take.v.24,"ascertain or determine by measuring, computing or take a reading from a dial",Take a pulse,wordnet,wordnet example,2,take_6
take,take.v.35,have sex with; archaic use,He had taken this woman when she was most vulnerable,wordnet,wordnet example,1,take_7
take,take.v.29,be seized or affected in a specified way,Take sick,wordnet,wordnet example,2,take_7
take,contract.v.04,"be stricken by an illness, fall victim to an illness",She took a chill,wordnet,wordnet example,3,take_7
take,necessitate.v.01,"require as useful, just, or proper",It takes nerve to do what she did,wordnet,wordnet example,6,take_7
take,assume.v.05,occupy or take on,She took her seat on the stage,wordnet,wordnet example,5,take_7
take,consume.v.02,"serve oneself to, or consume regularly",I don't take sugar in my coffee,wordnet,wordnet example,2,take_8
take,take.v.34,"to get into a position of having, e.g., safety, comfort",Take shelter from the storm,wordnet,wordnet example,1,take_8
take,take.v.41,obtain by winning,Winner takes all,wordnet,wordnet example,2,take_8
take,accept.v.05,admit into a group or community,Take students for graduate study,hand_written,no wordnet example for lemma,2,take_8
take,carry.v.02,have with oneself; have on one's person,She always takes an umbrella,wordnet,wordnet example,3,take_8
take,take.v.09,"travel or go by means of a certain kind of transportation, or a certain route",He takes the bus to work,wordnet,wordnet example,2,take_9
take,contain.v.05,be capable of holding or containing,This box won't take all the items,wordnet,wordnet example,2,take_9
talk,lecture.v.01,deliver a lecture or talk,She will talk at Rutgers next week,wordnet,wordnet example,2,talk_1
talk,spill_the_beans.v.01,divulge confidential information or secrets,Be careful--his secretary talks,wordnet,wordnet example,1,talk_1
talk,spill.v.05,reveal information,"If you don't oblige me, I'll talk!",wordnet,wordnet example,2,talk_1
talk,talk.v.02,express in speech,She talks a lot of nonsense,wordnet,wordnet example,2,talk_1
talk,talk.v.01,exchange thoughts; talk with,We often talk business,wordnet,wordnet example,2,talk_1
talk,speak.v.03,use language,The baby talks already,wordnet,wordnet example,3,talk_2
tape,tape.n.03,the finishing line for a foot race,He broke the tape in record time,wordnet,wordnet example,1,tape_1
tape,tape.n.04,measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths,The carpenter should have used his tape measure,wordnet,wordnet example,1,tape_1
tape,magnetic_tape.n.01,memory device consisting of a long thin plastic strip coated with iron oxide; used to record audio or video signals or to store computer information,He took along a dozen tapes to record the interview,wordnet,wordnet example,1,tape_1
tape,tape.n.01,a long thin piece of cloth or paper as used for binding or fastening,He used a piece of tape for a belt,wordnet,wordnet example,2,tape_1
tape,tape.n.02,a recording made on magnetic tape,The several recordings were combined on a master tape,wordnet,wordnet example,1,tape_1
taste,smack.v.03,have a distinctive or characteristic taste,This tastes of nutmeg,wordnet,wordnet example,1,taste_1
taste,taste.v.06,experience briefly,The ex-slave tasted freedom shortly before she died,wordnet,wordnet example,1,taste_1
taste,sample.v.01,take a sample of,You wanna taste a bite of the lemon chocolate,childes,no wordnet example for lemma,2,taste_1
taste,taste.v.02,perceive by the sense of taste,Can you taste the garlic?,wordnet,wordnet example,1,taste_1
taste,taste.v.01,have flavor; taste of something,"Taste this cake, sweetie",hand_written,no wordnet example for sense,0,taste_1
taste,taste.v.05,distinguish flavors,We tasted wines last night,wordnet,wordnet example,1,taste_2
tear,tear.v.01,separate or cause to separate abruptly,Tear the paper,wordnet,wordnet example,2,tear_1
tear,tear.v.03,move quickly and violently,The car tore down the street,wordnet,wordnet example,2,tear_1
tear,tear.v.05,fill with tears or shed tears,Her eyes were tearing,wordnet,wordnet example,1,tear_1
tear,pluck.v.05,strip of feathers,Tear a chicken,hand_written,no wordnet example for lemma,2,tear_1
tear,tear.v.02,to separate or be separated by force,You tore your Sesame Street coloring book to shreds,childes,no wordnet example for lemma,1,tear_1
telephone,telephone.n.02,transmitting speech at a distance,A telephone call,hand_written,no wordnet example for sense,0,telephone_1
telephone,telephone.n.01,electronic equipment that converts sound into electrical signals that can be transmitted over distances and then converts received signals back into sounds,I talked to him on the telephone,wordnet,wordnet example,1,telephone_1
think,remember.v.01,recall knowledge from memory; have a recollection,I can't think what her last name was,wordnet,wordnet example,5,think_1
think,think.v.01,judge or regard; look upon; judge,I think he is very smart,wordnet,wordnet example,4,think_1
think,think.v.13,bring into a given condition by mental preoccupation,She thought herself into a state of panic over the final exam,wordnet,wordnet example,1,think_1
think,think.v.12,be capable of conscious thought,Man is the only creature that thinks,wordnet,wordnet example,1,think_1
think,think.v.02,"expect, believe, or suppose",He didn't think to find her in the kitchen,wordnet,wordnet example,4,think_1
think,think.v.09,"ponder; reflect on, or reason about",Think the matter through,wordnet,wordnet example,2,think_2
think,think.v.06,focus one's attention on a certain state,Think thin,wordnet,wordnet example,2,think_2
think,think.v.05,imagine or visualize,Just think--you could be rich one day!,wordnet,wordnet example,2,think_2
think,think.v.10,dispose the mind in a certain way,Do you really think so?,wordnet,wordnet example,1,think_2
