group_id,lemma,1,2,3,4,5,num_senses
hit_2,hit,"make a strategic, offensive, assault against an enemy, opponent, or a target <br /> <i>(Example: We must hit the enemy's oil fields)</i>","produce by manipulating keys or strings of musical instruments, also metaphorically <br /> <i>(Example: She hit the C note)</i>","reach a destination, either real or abstract <br /> <i>(Example: We hit Detroit by noon)</i>","deal a blow to, either with the hand or with an instrument <br /> <i>(Example: He hit her hard in the face)</i>","hit with a missile from a weapon <br /> <i>(Example: I'm hit, leave me here)</i>",5
go_4,go,be spent <br /> <i>(Example: All my money goes to food and rent)</i>,stop operating or functioning <br /> <i>(Example: The engine is gonna go)</i>,have a particular form <br /> <i>(Example: As the saying goes)</i>,give support (to) or make a choice (of) one out of a group or number <br /> <i>(Example: Which candidate are you going for?)</i>,"lead, extend, or afford access <br /> <i>(Example: This door goes to the basement)</i>",5
have_1,have,suffer from; be ill with <br /> <i>(Example: She has arthritis)</i>,be confronted with <br /> <i>(Example: What do we have here?)</i>,have as a feature <br /> <i>(Example: She has a nice voice)</i>,undergo (as of injuries and illnesses) <br /> <i>(Example: He had an insulin shock after eating three candy bars)</i>,"serve oneself to, or consume regularly <br /> <i>(Example: Have another bowl of chicken soup!)</i>",5
carry_5,carry,have or possess something abstract <br /> <i>(Example: I carry her image in my mind's eye)</i>,capture after a fight <br /> <i>(Example: The troops carried the town after a brief fight)</i>,have on hand <br /> <i>(Example: Do you carry kerosene heaters?)</i>,"include, as on a list <br /> <i>(Example: How many people are carried on the payroll?)</i>",propel or give impetus to <br /> <i>(Example: The sudden gust of air carried the ball to the other side of the fence)</i>,5
head_2,head,a person who is in charge <br /> <i>(Example: The head of the whole operation)</i>,that part of a skeletal muscle that is away from the bone that it moves <br /> <i>(Example: The head of my shoulder bone hurts everytime I move my arm)</i>,the length or height based on the size of a human or animal head <br /> <i>(Example: He is two heads taller than his little sister)</i>,a rounded compact mass <br /> <i>(Example: The head of a comet)</i>,oral stimulation of the genitals <br /> <i>(Example: They say he gives good head)</i>,5
milk_1,milk,a white nutritious liquid secreted by mammals and used as food by human beings <br /> <i>(Example: Did you remember to get milk and eggs?)</i>,produced by mammary glands of female mammals for feeding their young <br /> <i>(Example: Somebody's getting some milk out of the goat's udder)</i>,any of several nutritive milklike liquids <br /> <i>(Example: Here's your soy milk)</i>,a river that rises in the Rockies in northwestern Montana and flows eastward to become a tributary of the Missouri River <br /> <i>(Example: The milk river is beautiful this time of year)</i>,,4
make_1,make,achieve a point or goal <br /> <i>(Example: She made 29 points that day)</i>,proceed along a path <br /> <i>(Example: Make one's way into the forest)</i>,create or manufacture a man-made product <br /> <i>(Example: You wanted me to make the money out of construction paper)</i>,"engage in <br /> <i>(Example: Make love, not war)</i>",change from one form into another <br /> <i>(Example: Make water into wine)</i>,5
head_6,head,a natural elevation (especially a rocky one that juts out into the sea) <br /> <i>(Example: Standing at the head lands gave a beautiful view)</i>,a membrane that is stretched taut over a drum <br /> <i>(Example: He beat the head of his drum)</i>,the top of something <br /> <i>(Example: The head of the stairs)</i>,a difficult juncture <br /> <i>(Example: Matters came to a head yesterday)</i>,an individual person <br /> <i>(Example: Tickets are $5 per head)</i>,5
sick_2,sick,having a strong distaste from surfeit <br /> <i>(Example: Sick of it all)</i>,(of light) lacking in intensity or brightness; dim or feeble <br /> <i>(Example: The sick light of a half moon)</i>,,,,2
soft_2,soft,tolerant or lenient <br /> <i>(Example: Too soft on the children)</i>,compassionate and kind; conciliatory <br /> <i>(Example: He was soft on his children)</i>,easily hurt <br /> <i>(Example: Soft hands)</i>,having little impact <br /> <i>(Example: A soft (or light) tapping at the window)</i>,out of condition; not strong or robust; incapable of exertion or endurance <br /> <i>(Example: He was too soft for the army)</i>,5
push_2,push,"make strenuous pushing movements during birth to expel the baby <br /> <i>(Example: `Now push hard,' said the doctor to the woman)</i>","press, drive, or impel (someone) to action or completion of an action <br /> <i>(Example: He pushed her to finish her doctorate)</i>",press against forcefully without moving <br /> <i>(Example: She pushed against the wall with all her strength)</i>,"exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for <br /> <i>(Example: The liberal party pushed for reforms)</i>",move strenuously and with effort <br /> <i>(Example: The crowd pushed forward)</i>,5
beads_1,beads,a beaded molding for edging or decorating furniture <br /> <i>(Example: The chair leg has ornate gold beading)</i>,a small ball with a hole through the middle <br /> <i>(Example: I lost the bead on my necklace)</i>,several beads threaded together on a string <br /> <i>(Example: The kids are stringing the beads)</i>,a shape that is spherical and small <br /> <i>(Example: Beads of sweat on his forehead)</i>,,4
pull_1,pull,cause to move by pulling <br /> <i>(Example: Pull a sled)</i>,move into a certain direction <br /> <i>(Example: The car pulls to the right)</i>,strain abnormally <br /> <i>(Example: I pulled a muscle in my leg when I jumped up)</i>,direct toward itself or oneself by means of some psychological power or physical attributes <br /> <i>(Example: The ad pulled in many potential customers)</i>,take sides with; align oneself with; show strong sympathy for <br /> <i>(Example: I'm pulling for the underdog)</i>,5
heavy_3,heavy,sharply inclined <br /> <i>(Example: A heavy grade)</i>,slow and laborious because of weight <br /> <i>(Example: The heavy tread of tired troops)</i>,made of fabric having considerable thickness <br /> <i>(Example: A heavy coat)</i>,lacking lightness or liveliness <br /> <i>(Example: Heavy humor)</i>,large and powerful; especially designed for heavy loads or rough work <br /> <i>(Example: A heavy truck)</i>,5
keys_3,keys,a generic term for any device whose possession entitles the holder to a means of access <br /> <i>(Example: A safe-deposit box usually requires two keys to open it)</i>,any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music <br /> <i>(Example: The key of E minor)</i>,metal device shaped in such a way that when it is inserted into the appropriate lock the lock's mechanism can be rotated <br /> <i>(Example: Did you remember the keys?)</i>,,,3
dry_1,dry,not producing milk <br /> <i>(Example: A dry cow)</i>,having no adornment or coloration <br /> <i>(Example: Dry facts)</i>,unproductive especially of the expected results <br /> <i>(Example: A dry run)</i>,opposed to or prohibiting the production and sale of alcoholic beverages <br /> <i>(Example: The dry vote led by preachers and bootleggers)</i>,used of solid substances in contrast with liquid ones <br /> <i>(Example: Dry weight)</i>,5
get_2,get,apprehend and reproduce accurately <br /> <i>(Example: She got the mood just right in her photographs)</i>,grasp with the mind or develop an understanding of <br /> <i>(Example: Did you get it?)</i>,"succeed in catching or seizing, especially after a chase <br /> <i>(Example: They're trying to get the fox)</i>",receive a specified treatment (abstract) <br /> <i>(Example: I got nothing but trouble)</i>,purchase <br /> <i>(Example: What did you get at the toy store?)</i>,5
kick_2,kick,"spring back, as from a forceful thrust <br /> <i>(Example: The gun kicked back into my shoulder)</i>",thrash about or strike out with the feet <br /> <i>(Example: Let's not kick that honey)</i>,kick a leg up <br /> <i>(Example: Kick your leggy out)</i>,,,3
pull_3,pull,hit in the direction that the player is facing when carrying through the swing <br /> <i>(Example: Pull the ball)</i>,rein in to keep from winning a race <br /> <i>(Example: Pull a horse)</i>,"remove, usually with some force or effort; also used in an abstract sense <br /> <i>(Example: Pull weeds)</i>",take away <br /> <i>(Example: Pull the old soup cans from the supermarket shelf)</i>,steer into a certain direction <br /> <i>(Example: Pull one's horse to a stand)</i>,5
pool_1,pool,any of various games played on a pool table having 6 pockets <br /> <i>(Example: We played pool at the bar)</i>,a small body of standing water (rainwater) or other liquid <br /> <i>(Example: The body lay in a pool of blood)</i>,an excavation that is (usually) filled with water <br /> <i>(Example: Do you have a pool in your backyard?)</i>,any communal combination of funds <br /> <i>(Example: Everyone contributed to the pool)</i>,an organization of people or resources that can be shared <br /> <i>(Example: A car pool)</i>,5
sauce_1,sauce,flavorful relish or dressing or topping served as an accompaniment to food <br /> <i>(Example: Bella's got to make some sauce to go with the spaghetti)</i>,,,,,1
